age,sex,race,degree,health,happy,marital,martype,agewed,hrs2,indus10,agekdbrn,childs,class,income16
33.0,male,,bachelor's,excellent,very happy,married,marriage between a man and a woman,,,,32.0,1.0,middle class,
23.0,male,other,bachelor's,good,pretty happy,never married,,,,Sales and Office Occupations,,0.0,lower class,"$130,000 to $149,999"
54.0,male,white,high school,fair,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,"$17,500 to $19,999"
22.0,female,black,high school,good,not too happy,never married,,,,,,0.0,working class,"$30,000 to $34,999"
22.0,male,white,high school,fair,very happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,"$60,000 to $74,999"
30.0,female,other,high school,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",24.0,2.0,working class,"$60,000 to $74,999"
52.0,female,white,graduate,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",29.0,1.0,working class,"$90,000 to $109,999"
,,white,less than high school,good,very happy,not married,,,,,22.0,2.0,working class,
47.0,female,black,associate/junior college,good,pretty happy,married,,,35.0,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$60,000 to $74,999"
54.0,female,other,associate/junior college,good,not too happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",21.0,2.0,working class,"$50,000 to $59,999"
33.0,male,other,associate/junior college,good,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$60,000 to $74,999"
20.0,male,other,high school,fair,pretty happy,never married,,,40.0,"Production, Transportation, and Material Moving Occupations",18.0,1.0,working class,"$5,000 to $5,999"
48.0,female,other,less than high school,fair,not too happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,"$15,000 to $17,499"
,male,white,bachelor's,excellent,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",22.0,5.0,middle class,"$110,000 to $129,999"
35.0,female,other,less than high school,fair,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,
,female,white,high school,good,pretty happy,married,marriage between a man and a woman,,40.0,"Production, Transportation, and Material Moving Occupations",30.0,2.0,working class,
39.0,female,white,high school,good,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",26.0,1.0,working class,"$50,000 to $59,999"
39.0,male,white,graduate,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",26.0,3.0,working class,"$90,000 to $109,999"
31.0,male,other,high school,good,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",28.0,2.0,middle class,"$60,000 to $74,999"
37.0,female,other,less than high school,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",19.0,3.0,middle class,
30.0,female,other,high school,poor,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",23.0,1.0,lower class,"$22,500 to $24,999"
24.0,female,white,bachelor's,good,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,"$60,000 to $74,999"
26.0,male,other,associate/junior college,fair,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,lower class,"$17,500 to $19,999"
21.0,male,white,high school,fair,not too happy,never married,,,,Sales and Office Occupations,,0.0,lower class,"$25,000 to $29,999"
66.0,male,white,high school,fair,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",33.0,1.0,middle class,"$50,000 to $59,999"
33.0,female,white,high school,fair,very happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",23.0,4.0,working class,"$110,000 to $129,999"
67.0,male,white,less than high school,fair,not too happy,divorced,,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,"$110,000 to $129,999"
74.0,male,other,less than high school,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",17.0,8.0,middle class,"$40,000 to $49,999"
47.0,male,other,high school,good,pretty happy,not married,,,,"Management, Business, Science, and Arts Occupations",22.0,2.0,working class,"$60,000 to $74,999"
24.0,male,white,high school,good,pretty happy,never married,,,,,,0.0,working class,
57.0,female,other,high school,fair,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",20.0,3.0,lower class,"$20,000 to $22,499"
23.0,male,white,high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,
56.0,female,black,graduate,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",40.0,1.0,upper class,"$150,000 to $169,999"
73.0,male,white,high school,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",24.0,5.0,middle class,"$40,000 to $49,999"
63.0,female,white,high school,good,pretty happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",36.0,1.0,working class,"$22,500 to $24,999"
66.0,male,white,high school,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",25.0,2.0,working class,"$75,000 to $89,999"
42.0,female,white,graduate,good,pretty happy,never married,,,40.0,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$60,000 to $74,999"
74.0,male,white,bachelor's,good,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,"$90,000 to $109,999"
62.0,female,white,graduate,good,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$90,000 to $109,999"
57.0,female,white,bachelor's,excellent,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",25.0,2.0,middle class,"$170,000 or over"
79.0,female,white,graduate,excellent,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",26.0,2.0,upper class,"$170,000 or over"
39.0,male,white,high school,excellent,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,"$170,000 or over"
62.0,female,white,graduate,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",26.0,2.0,middle class,"$90,000 to $109,999"
49.0,male,white,high school,good,very happy,married,,,,,32.0,3.0,middle class,
70.0,male,black,less than high school,excellent,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,"$12,500 to $14,999"
27.0,female,black,high school,good,not too happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",14.0,3.0,middle class,"$17,500 to $19,999"
57.0,male,black,high school,good,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",19.0,4.0,lower class,
,male,black,high school,fair,not too happy,never married,,,,"Management, Business, Science, and Arts Occupations",21.0,1.0,working class,"$25,000 to $29,999"
62.0,male,black,bachelor's,fair,pretty happy,divorced,,,,Service Occupations,28.0,3.0,lower class,"$50,000 to $59,999"
66.0,male,black,bachelor's,fair,not too happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",24.0,2.0,lower class,"$10,000 to $12,499"
54.0,male,black,high school,good,pretty happy,never married,,,,,,0.0,working class,"$7,000 to $7,999"
68.0,male,white,associate/junior college,excellent,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$8,000 to $9,999"
53.0,male,black,bachelor's,good,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,lower class,"$12,500 to $14,999"
31.0,female,black,high school,fair,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",20.0,3.0,lower class,"$35,000 to $39,999"
45.0,female,black,less than high school,fair,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",18.0,3.0,working class,"$30,000 to $34,999"
40.0,female,black,less than high school,poor,not too happy,never married,,,,,,0.0,lower class,"under $1,000"
18.0,male,black,high school,good,not too happy,never married,,,,,,0.0,working class,
70.0,male,other,bachelor's,good,pretty happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",25.0,3.0,middle class,"$170,000 or over"
33.0,female,other,high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",15.0,4.0,middle class,"$20,000 to $22,499"
66.0,male,white,graduate,fair,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",22.0,2.0,middle class,"$170,000 or over"
68.0,,black,high school,excellent,very happy,widowed,,,,Sales and Office Occupations,42.0,8.0,working class,"$17,500 to $19,999"
45.0,male,white,graduate,excellent,very happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,upper class,"$170,000 or over"
68.0,female,white,bachelor's,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",27.0,4.0,middle class,"$150,000 to $169,999"
59.0,female,white,bachelor's,excellent,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",33.0,4.0,working class,"$150,000 to $169,999"
70.0,female,white,graduate,excellent,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",32.0,3.0,middle class,"$75,000 to $89,999"
75.0,male,white,high school,good,not too happy,divorced,,,,"Management, Business, Science, and Arts Occupations",23.0,3.0,upper class,"$22,500 to $24,999"
39.0,male,white,graduate,good,very happy,married,,,60.0,"Natural Resources, Construction, and Maintenance Occupations",35.0,2.0,middle class,"$170,000 or over"
71.0,male,white,high school,fair,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",30.0,3.0,middle class,"$25,000 to $29,999"
63.0,male,white,bachelor's,excellent,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",29.0,2.0,upper class,"$170,000 or over"
54.0,female,white,bachelor's,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",28.0,2.0,middle class,"$170,000 or over"
77.0,female,white,graduate,good,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",34.0,2.0,middle class,"$60,000 to $74,999"
89.0,female,white,high school,excellent,pretty happy,widowed,,,,Service Occupations,30.0,2.0,middle class,
58.0,male,white,high school,excellent,very happy,never married,,,,,,0.0,middle class,"$130,000 to $149,999"
89.0,female,white,high school,good,very happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",36.0,1.0,middle class,
39.0,male,white,bachelor's,good,not too happy,married,,,40.0,"Natural Resources, Construction, and Maintenance Occupations",36.0,2.0,middle class,"$170,000 or over"
20.0,female,other,high school,good,pretty happy,never married,,,,Sales and Office Occupations,,0.0,middle class,
22.0,male,white,associate/junior college,poor,not too happy,never married,,,,,,8.0,lower class,"under $1,000"
72.0,female,white,high school,good,not too happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",24.0,1.0,working class,"$25,000 to $29,999"
22.0,female,other,high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$20,000 to $22,499"
65.0,female,white,associate/junior college,fair,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",18.0,1.0,working class,"$20,000 to $22,499"
51.0,male,black,associate/junior college,good,pretty happy,never married,,,,Sales and Office Occupations,33.0,1.0,middle class,
30.0,male,white,associate/junior college,good,not too happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,8.0,working class,"$110,000 to $129,999"
60.0,male,white,less than high school,fair,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,"under $1,000"
57.0,male,white,high school,good,pretty happy,divorced,,,,Service Occupations,17.0,2.0,working class,
48.0,male,white,high school,excellent,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",18.0,3.0,middle class,"$130,000 to $149,999"
46.0,male,white,less than high school,good,pretty happy,never married,,,,Service Occupations,,0.0,middle class,"$10,000 to $12,499"
62.0,male,,high school,good,not too happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",17.0,2.0,working class,
57.0,female,white,high school,good,pretty happy,never married,,,,Service Occupations,28.0,1.0,working class,"$90,000 to $109,999"
32.0,male,black,less than high school,excellent,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",17.0,2.0,working class,"$10,000 to $12,499"
61.0,female,black,high school,poor,not too happy,never married,,,,,16.0,5.0,middle class,"$8,000 to $9,999"
60.0,female,other,less than high school,poor,not too happy,not married,,,,"Management, Business, Science, and Arts Occupations",,0.0,lower class,
51.0,male,other,high school,poor,not too happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",28.0,2.0,working class,"$35,000 to $39,999"
84.0,female,white,high school,good,pretty happy,widowed,,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,"$1,000 to $2,999"
29.0,female,white,bachelor's,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,
31.0,female,white,graduate,good,pretty happy,never married,,,,Sales and Office Occupations,,0.0,middle class,"$170,000 or over"
77.0,female,white,graduate,excellent,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",26.0,4.0,middle class,"$170,000 or over"
40.0,male,white,bachelor's,excellent,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",34.0,1.0,middle class,"$170,000 or over"
20.0,female,white,high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,
23.0,male,white,high school,fair,pretty happy,never married,,,,Sales and Office Occupations,,0.0,working class,"$12,500 to $14,999"
24.0,female,white,bachelor's,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,upper class,"$170,000 or over"
63.0,male,black,graduate,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$60,000 to $74,999"
46.0,male,white,graduate,good,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",30.0,3.0,upper class,"$170,000 or over"
31.0,male,white,graduate,fair,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$170,000 or over"
85.0,female,white,high school,good,not too happy,widowed,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,
42.0,male,black,high school,excellent,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",18.0,5.0,middle class,"$90,000 to $109,999"
22.0,male,white,high school,good,pretty happy,never married,,,,Sales and Office Occupations,,0.0,working class,"$50,000 to $59,999"
62.0,male,white,high school,good,not too happy,married,,,40.0,"Production, Transportation, and Material Moving Occupations",26.0,1.0,working class,"$50,000 to $59,999"
,female,white,graduate,excellent,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",,3.0,middle class,
39.0,male,white,high school,good,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",29.0,3.0,middle class,"$170,000 or over"
63.0,female,white,bachelor's,fair,pretty happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",27.0,2.0,middle class,"$170,000 or over"
49.0,female,white,bachelor's,excellent,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",27.0,2.0,working class,"$110,000 to $129,999"
59.0,female,white,bachelor's,excellent,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,
75.0,female,white,graduate,excellent,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$170,000 or over"
29.0,male,white,high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$10,000 to $12,499"
45.0,female,white,bachelor's,good,very happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",35.0,1.0,middle class,"$75,000 to $89,999"
55.0,female,white,bachelor's,excellent,not too happy,divorced,,,,,30.0,,middle class,"$60,000 to $74,999"
79.0,female,white,high school,good,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",21.0,2.0,middle class,"$50,000 to $59,999"
29.0,male,white,high school,good,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,"$130,000 to $149,999"
29.0,male,white,high school,fair,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",26.0,1.0,working class,"$150,000 to $169,999"
32.0,female,white,high school,excellent,very happy,married,,,,Service Occupations,31.0,1.0,middle class,"$130,000 to $149,999"
21.0,male,white,associate/junior college,good,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,
39.0,male,white,high school,good,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",26.0,3.0,working class,"$75,000 to $89,999"
,male,white,bachelor's,good,very happy,widowed,,,,"Management, Business, Science, and Arts Occupations",26.0,2.0,middle class,"$90,000 to $109,999"
,,white,less than high school,excellent,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,
31.0,female,white,high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$50,000 to $59,999"
33.0,female,white,high school,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,
71.0,female,white,high school,good,very happy,divorced,,,,Sales and Office Occupations,19.0,1.0,working class,"$40,000 to $49,999"
39.0,male,white,bachelor's,poor,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$75,000 to $89,999"
32.0,male,white,bachelor's,good,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$40,000 to $49,999"
47.0,male,white,high school,excellent,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",45.0,2.0,middle class,"$110,000 to $129,999"
48.0,male,other,high school,good,pretty happy,married,marriage between a man and a woman,,,Sales and Office Occupations,37.0,1.0,middle class,"$90,000 to $109,999"
46.0,male,black,high school,fair,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",23.0,3.0,middle class,"$170,000 or over"
21.0,female,white,high school,excellent,very happy,never married,,,,Sales and Office Occupations,18.0,2.0,working class,"$17,500 to $19,999"
42.0,male,other,bachelor's,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",26.0,2.0,middle class,"$130,000 to $149,999"
64.0,female,black,high school,good,pretty happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,
29.0,female,white,bachelor's,fair,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$90,000 to $109,999"
36.0,female,other,high school,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",20.0,1.0,working class,"$35,000 to $39,999"
,male,black,bachelor's,excellent,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",11.0,2.0,middle class,"$75,000 to $89,999"
65.0,female,black,graduate,excellent,not too happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",24.0,3.0,working class,"$90,000 to $109,999"
56.0,female,white,bachelor's,fair,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$60,000 to $74,999"
32.0,female,white,high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"under $1,000"
61.0,female,black,graduate,fair,not too happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",27.0,4.0,middle class,"under $1,000"
56.0,female,white,bachelor's,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",39.0,1.0,middle class,"$50,000 to $59,999"
33.0,female,white,high school,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",21.0,3.0,working class,"$110,000 to $129,999"
72.0,female,white,graduate,excellent,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",22.0,2.0,middle class,"$40,000 to $49,999"
36.0,female,,less than high school,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",20.0,3.0,,
44.0,male,other,less than high school,fair,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",20.0,2.0,working class,"$20,000 to $22,499"
49.0,female,black,high school,fair,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",25.0,2.0,working class,"$75,000 to $89,999"
42.0,female,,high school,good,,not married,,,,Sales and Office Occupations,32.0,1.0,working class,"$90,000 to $109,999"
65.0,male,white,graduate,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",25.0,4.0,middle class,"$170,000 or over"
45.0,female,white,high school,good,pretty happy,married,,,,Sales and Office Occupations,21.0,2.0,working class,"$10,000 to $12,499"
26.0,female,white,graduate,excellent,very happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$150,000 to $169,999"
62.0,female,white,bachelor's,good,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",23.0,1.0,middle class,"$130,000 to $149,999"
,female,white,associate/junior college,good,not too happy,married,,,,"Production, Transportation, and Material Moving Occupations",32.0,2.0,working class,"$75,000 to $89,999"
68.0,male,white,high school,good,pretty happy,married,,,,Sales and Office Occupations,32.0,2.0,working class,"$75,000 to $89,999"
68.0,female,white,bachelor's,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",29.0,4.0,middle class,"$35,000 to $39,999"
44.0,female,white,bachelor's,poor,not too happy,divorced,,,40.0,"Production, Transportation, and Material Moving Occupations",30.0,2.0,working class,"$60,000 to $74,999"
,female,white,bachelor's,good,not too happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",25.0,2.0,middle class,"$60,000 to $74,999"
26.0,female,white,graduate,excellent,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$110,000 to $129,999"
21.0,female,white,high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,
61.0,female,white,bachelor's,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",25.0,2.0,middle class,"$75,000 to $89,999"
64.0,male,white,graduate,excellent,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",38.0,1.0,upper class,"$170,000 or over"
57.0,female,white,graduate,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",40.0,2.0,middle class,"$170,000 or over"
61.0,male,white,graduate,good,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",25.0,3.0,upper class,"$170,000 or over"
18.0,female,white,high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$170,000 or over"
58.0,female,white,graduate,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",34.0,3.0,upper class,"$170,000 or over"
61.0,female,black,high school,fair,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"under $1,000"
69.0,female,black,graduate,excellent,very happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",28.0,2.0,middle class,"$130,000 to $149,999"
60.0,male,black,bachelor's,good,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",23.0,2.0,working class,"$20,000 to $22,499"
51.0,male,black,high school,fair,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",19.0,8.0,working class,"$22,500 to $24,999"
79.0,female,white,bachelor's,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",26.0,8.0,middle class,"$60,000 to $74,999"
71.0,female,white,high school,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",22.0,4.0,middle class,"$75,000 to $89,999"
49.0,male,white,graduate,fair,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",36.0,4.0,middle class,"$170,000 or over"
,male,black,associate/junior college,good,not too happy,married,,,,"Production, Transportation, and Material Moving Occupations",33.0,3.0,working class,"$90,000 to $109,999"
72.0,male,black,graduate,fair,pretty happy,widowed,,,,"Natural Resources, Construction, and Maintenance Occupations",28.0,1.0,middle class,"$150,000 to $169,999"
38.0,male,white,high school,fair,not too happy,divorced,,,,"Management, Business, Science, and Arts Occupations",29.0,2.0,working class,
65.0,female,black,high school,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",20.0,4.0,middle class,"$75,000 to $89,999"
56.0,male,,high school,fair,very happy,married,marriage between a man and a woman,,,,22.0,3.0,middle class,"$60,000 to $74,999"
,male,white,high school,excellent,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",22.0,2.0,working class,"$25,000 to $29,999"
40.0,female,black,less than high school,excellent,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",19.0,4.0,lower class,"$4,000 to $4,999"
71.0,female,white,bachelor's,excellent,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",34.0,1.0,working class,"$30,000 to $34,999"
70.0,female,black,bachelor's,fair,not too happy,not married,,,,"Natural Resources, Construction, and Maintenance Occupations",26.0,3.0,middle class,"$12,500 to $14,999"
29.0,male,white,bachelor's,good,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$170,000 or over"
29.0,female,black,high school,fair,pretty happy,not married,,,,"Production, Transportation, and Material Moving Occupations",26.0,1.0,working class,"$40,000 to $49,999"
80.0,male,black,less than high school,good,very happy,never married,,,,"Management, Business, Science, and Arts Occupations",27.0,1.0,working class,"$10,000 to $12,499"
28.0,male,black,graduate,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"under $1,000"
62.0,female,white,graduate,fair,not too happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$90,000 to $109,999"
36.0,male,white,graduate,excellent,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$170,000 or over"
37.0,male,white,graduate,fair,not too happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$75,000 to $89,999"
43.0,male,other,high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,lower class,"$10,000 to $12,499"
37.0,female,white,graduate,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$130,000 to $149,999"
34.0,male,white,bachelor's,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$90,000 to $109,999"
34.0,female,white,bachelor's,good,very happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,"$130,000 to $149,999"
80.0,female,white,high school,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",20.0,4.0,middle class,"$75,000 to $89,999"
70.0,male,white,associate/junior college,good,very happy,married,,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,"$130,000 to $149,999"
61.0,female,white,associate/junior college,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",25.0,3.0,middle class,"$130,000 to $149,999"
24.0,male,,high school,excellent,very happy,never married,,,,Sales and Office Occupations,,0.0,working class,"$150,000 to $169,999"
52.0,female,other,less than high school,good,pretty happy,divorced,,,,Sales and Office Occupations,18.0,7.0,middle class,"$15,000 to $17,499"
53.0,male,white,bachelor's,fair,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",49.0,1.0,upper class,"$90,000 to $109,999"
32.0,female,other,bachelor's,good,very happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$170,000 or over"
49.0,female,white,graduate,excellent,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",32.0,2.0,upper class,"$170,000 or over"
65.0,male,black,high school,excellent,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",17.0,2.0,middle class,"under $1,000"
23.0,female,white,bachelor's,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$22,500 to $24,999"
41.0,female,other,graduate,good,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",31.0,1.0,upper class,"$170,000 or over"
21.0,female,black,high school,good,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$110,000 to $129,999"
66.0,female,black,less than high school,fair,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",19.0,4.0,middle class,"$20,000 to $22,499"
36.0,female,,bachelor's,excellent,,widowed,,,,,15.0,8.0,upper class,"$170,000 or over"
,female,white,high school,excellent,pretty happy,not married,,,,"Production, Transportation, and Material Moving Occupations",,1.0,working class,
