age,sex,race,degree,health,happy,marital,martype,agewed,hrs2,indus10,agekdbrn,childs,class,income16,dateintv
82.0,female,white,high school,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",21.0,4.0,working class,"$25,000 to $29,999",627.0
,female,white,high school,fair,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,,lower class,unemployed/zero income,1005.0
49.0,male,other,bachelor's,poor,not too happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",39.0,2.0,working class,"$40,000 to $49,999",913.0
27.0,male,white,less than high school,good,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,8.0,working class,"$10,000 to $12,499",606.0
57.0,female,white,high school,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",24.0,4.0,middle class,"$150,000 to $169,999",921.0
33.0,male,white,bachelor's,fair,not too happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$35,000 to $39,999",510.0
59.0,female,white,high school,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",22.0,4.0,working class,"$75,000 to $89,999",1005.0
68.0,male,white,high school,good,not too happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$60,000 to $74,999",612.0
63.0,male,white,bachelor's,fair,pretty happy,married,,,,Sales and Office Occupations,36.0,2.0,working class,"$75,000 to $89,999",1117.0
37.0,female,,associate/junior college,good,very happy,married,marriage between a man and a woman,,,Service Occupations,26.0,2.0,middle class,"$60,000 to $74,999",1218.0
76.0,male,white,high school,good,not too happy,married,marriage between a man and a woman,,,Sales and Office Occupations,27.0,2.0,working class,"$110,000 to $129,999",818.0
70.0,female,black,graduate,fair,,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,unemployed/zero income,1029.0
70.0,female,black,high school,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",21.0,4.0,middle class,"$90,000 to $109,999",727.0
42.0,male,black,high school,good,very happy,never married,,,,"Management, Business, Science, and Arts Occupations",19.0,5.0,working class,"$60,000 to $74,999",612.0
42.0,female,black,bachelor's,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",30.0,2.0,working class,"$60,000 to $74,999",903.0
65.0,male,black,high school,good,very happy,married,,,,"Management, Business, Science, and Arts Occupations",19.0,3.0,middle class,"$75,000 to $89,999",701.0
45.0,female,white,high school,fair,pretty happy,married,,,,Sales and Office Occupations,,0.0,working class,"$90,000 to $109,999",929.0
49.0,male,white,associate/junior college,good,very happy,married,marriage between a man and a woman,,,Service Occupations,21.0,3.0,working class,"$30,000 to $34,999",810.0
75.0,female,white,high school,good,not too happy,married,,,,Sales and Office Occupations,27.0,2.0,working class,"$40,000 to $49,999",621.0
37.0,female,white,high school,poor,pretty happy,widowed,,,,Sales and Office Occupations,16.0,5.0,working class,"$35,000 to $39,999",925.0
68.0,male,black,high school,fair,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",17.0,2.0,middle class,"$3,000 to $3,999",708.0
,male,white,high school,fair,not too happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",24.0,5.0,working class,"$60,000 to $74,999",828.0
21.0,female,white,high school,excellent,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,unemployed/zero income,914.0
44.0,female,black,bachelor's,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$130,000 to $149,999",926.0
48.0,female,black,high school,fair,not too happy,not married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,lower class,"$10,000 to $12,499",615.0
51.0,female,white,high school,fair,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",17.0,1.0,working class,"$110,000 to $129,999",914.0
46.0,male,black,high school,good,not too happy,not married,,,,Sales and Office Occupations,30.0,2.0,,unemployed/zero income,706.0
38.0,female,black,graduate,excellent,pretty happy,married,marriage between a man and a woman,,50.0,"Production, Transportation, and Material Moving Occupations",27.0,2.0,middle class,"$110,000 to $129,999",805.0
41.0,female,black,high school,good,pretty happy,divorced,,,,Sales and Office Occupations,26.0,1.0,working class,"$50,000 to $59,999",913.0
,male,other,associate/junior college,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$60,000 to $74,999",605.0
52.0,female,white,high school,poor,very happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",21.0,3.0,lower class,"$22,500 to $24,999",1030.0
64.0,male,white,high school,good,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,"$12,500 to $14,999",916.0
32.0,male,other,bachelor's,good,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",27.0,1.0,middle class,unemployed/zero income,1029.0
28.0,male,white,high school,good,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,lower class,"$50,000 to $59,999",604.0
51.0,female,white,less than high school,fair,pretty happy,not married,,,,"Production, Transportation, and Material Moving Occupations",20.0,3.0,working class,"$15,000 to $17,499",729.0
62.0,female,white,high school,good,not too happy,divorced,,,,"Management, Business, Science, and Arts Occupations",26.0,2.0,middle class,unemployed/zero income,718.0
18.0,female,white,high school,fair,not too happy,never married,,,,,,0.0,working class,"$30,000 to $34,999",719.0
21.0,female,white,associate/junior college,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$8,000 to $9,999",512.0
38.0,female,white,high school,good,very happy,not married,,,,"Production, Transportation, and Material Moving Occupations",30.0,3.0,working class,"$60,000 to $74,999",1018.0
27.0,female,other,high school,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",26.0,1.0,middle class,"$30,000 to $34,999",813.0
39.0,female,white,bachelor's,good,pretty happy,not married,,,,"Production, Transportation, and Material Moving Occupations",20.0,3.0,middle class,"$50,000 to $59,999",719.0
18.0,male,white,less than high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,unemployed/zero income,808.0
25.0,male,white,high school,fair,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",21.0,1.0,working class,"$40,000 to $49,999",811.0
32.0,female,white,less than high school,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",19.0,3.0,lower class,"$30,000 to $34,999",829.0
34.0,female,other,less than high school,good,pretty happy,never married,,,,,26.0,3.0,working class,"$1,000 to $2,999",613.0
25.0,female,other,high school,good,not too happy,married,marriage between a man and a woman,,,Sales and Office Occupations,16.0,2.0,lower class,"$1,000 to $2,999",807.0
48.0,female,white,less than high school,fair,pretty happy,married,marriage between a man and a woman,,,,20.0,4.0,working class,"$35,000 to $39,999",802.0
36.0,female,white,high school,good,pretty happy,married,marriage between a man and a woman,,,,23.0,3.0,working class,"under $1,000",807.0
48.0,female,black,associate/junior college,good,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",20.0,2.0,working class,"$35,000 to $39,999",629.0
41.0,male,white,less than high school,fair,not too happy,not married,,,,"Management, Business, Science, and Arts Occupations",22.0,2.0,working class,unemployed/zero income,911.0
39.0,female,white,bachelor's,excellent,not too happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",17.0,2.0,working class,"$5,000 to $5,999",1016.0
26.0,female,black,high school,fair,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",19.0,1.0,working class,"$3,000 to $3,999",630.0
38.0,male,other,bachelor's,good,not too happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,"$60,000 to $74,999",706.0
50.0,male,other,bachelor's,good,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,"$130,000 to $149,999",725.0
57.0,male,black,high school,fair,not too happy,never married,,,,"Management, Business, Science, and Arts Occupations",20.0,2.0,middle class,"$25,000 to $29,999",829.0
42.0,female,other,bachelor's,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$110,000 to $129,999",1120.0
50.0,female,white,bachelor's,fair,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,8.0,middle class,"$170,000 or over",610.0
34.0,male,white,less than high school,excellent,very happy,married,,,,Service Occupations,,0.0,middle class,"$75,000 to $89,999",707.0
48.0,male,white,high school,fair,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",30.0,2.0,working class,"$75,000 to $89,999",904.0
42.0,female,white,high school,good,pretty happy,divorced,,,,Service Occupations,20.0,6.0,middle class,"$30,000 to $34,999",622.0
23.0,male,other,associate/junior college,excellent,not too happy,never married,,,,Service Occupations,,0.0,working class,"$25,000 to $29,999",611.0
34.0,female,white,graduate,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$90,000 to $109,999",728.0
76.0,male,other,graduate,good,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",29.0,3.0,middle class,"$35,000 to $39,999",827.0
36.0,female,white,graduate,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",30.0,2.0,middle class,"$170,000 or over",818.0
52.0,female,white,bachelor's,excellent,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",21.0,2.0,middle class,"$170,000 or over",912.0
81.0,male,white,graduate,good,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$170,000 or over",827.0
57.0,female,white,graduate,excellent,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$60,000 to $74,999",912.0
35.0,male,white,high school,good,pretty happy,divorced,,,,"Management, Business, Science, and Arts Occupations",25.0,2.0,lower class,"$35,000 to $39,999",614.0
20.0,female,white,high school,fair,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,unemployed/zero income,804.0
49.0,male,other,high school,good,pretty happy,divorced,,,,"Management, Business, Science, and Arts Occupations",32.0,1.0,working class,"$170,000 or over",802.0
50.0,male,white,graduate,excellent,pretty happy,widowed,,,,"Management, Business, Science, and Arts Occupations",36.0,2.0,middle class,"$170,000 or over",1121.0
25.0,male,black,high school,good,pretty happy,never married,,,,Sales and Office Occupations,,0.0,upper class,"$30,000 to $34,999",808.0
49.0,female,black,high school,good,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",21.0,3.0,lower class,"$8,000 to $9,999",610.0
62.0,male,other,bachelor's,fair,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",25.0,4.0,middle class,"$150,000 to $169,999",908.0
64.0,female,black,high school,good,not too happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",23.0,2.0,working class,"$8,000 to $9,999",811.0
21.0,female,black,high school,fair,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$1,000 to $2,999",912.0
46.0,female,black,high school,poor,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",14.0,4.0,lower class,"$7,000 to $7,999",601.0
58.0,male,other,associate/junior college,poor,not too happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,"$35,000 to $39,999",804.0
32.0,male,black,high school,good,not too happy,never married,,,,Service Occupations,,0.0,working class,"$60,000 to $74,999",1115.0
32.0,male,white,less than high school,good,pretty happy,never married,,,,Sales and Office Occupations,,0.0,working class,"$130,000 to $149,999",814.0
41.0,male,white,bachelor's,good,very happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$170,000 or over",629.0
29.0,female,other,less than high school,good,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",17.0,3.0,lower class,unemployed/zero income,1128.0
,male,other,high school,excellent,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$110,000 to $129,999",1201.0
64.0,male,other,high school,good,not too happy,divorced,,,,"Management, Business, Science, and Arts Occupations",30.0,1.0,working class,"$60,000 to $74,999",1107.0
20.0,female,white,high school,good,pretty happy,never married,,,,Sales and Office Occupations,,0.0,working class,"$40,000 to $49,999",912.0
82.0,female,other,associate/junior college,good,not too happy,divorced,,,,,20.0,5.0,middle class,"$90,000 to $109,999",613.0
31.0,male,black,graduate,fair,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",28.0,2.0,middle class,"$110,000 to $129,999",1203.0
28.0,female,white,high school,good,very happy,never married,,,,Sales and Office Occupations,,0.0,middle class,"$50,000 to $59,999",714.0
40.0,female,black,less than high school,good,very happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,unemployed/zero income,713.0
43.0,male,black,high school,excellent,pretty happy,never married,,,,,18.0,2.0,working class,"$20,000 to $22,499",1114.0
31.0,female,black,less than high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",16.0,3.0,working class,"$30,000 to $34,999",831.0
84.0,male,black,high school,fair,pretty happy,divorced,,,,"Management, Business, Science, and Arts Occupations",21.0,4.0,lower class,"$35,000 to $39,999",913.0
79.0,female,black,high school,good,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",21.0,2.0,working class,"$40,000 to $49,999",907.0
72.0,female,black,associate/junior college,fair,very happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",16.0,7.0,middle class,"$15,000 to $17,499",913.0
70.0,female,black,less than high school,good,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",18.0,4.0,lower class,"$12,500 to $14,999",811.0
47.0,female,black,less than high school,poor,pretty happy,divorced,,,,,17.0,8.0,lower class,"$10,000 to $12,499",810.0
28.0,male,other,high school,fair,not too happy,married,,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,unemployed/zero income,1118.0
23.0,male,,high school,excellent,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,"$40,000 to $49,999",1118.0
77.0,female,other,less than high school,good,pretty happy,married,,,,Sales and Office Occupations,,0.0,middle class,"$35,000 to $39,999",513.0
60.0,female,white,bachelor's,good,pretty happy,married,marriage between two people of the same gender,,,"Natural Resources, Construction, and Maintenance Occupations",15.0,2.0,middle class,"$130,000 to $149,999",1116.0
62.0,female,black,high school,good,pretty happy,never married,,,,Sales and Office Occupations,17.0,1.0,middle class,"$35,000 to $39,999",908.0
43.0,female,black,bachelor's,good,pretty happy,divorced,,,,Sales and Office Occupations,18.0,2.0,working class,"$75,000 to $89,999",1129.0
20.0,male,white,high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$90,000 to $109,999",909.0
47.0,female,black,graduate,fair,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$25,000 to $29,999",808.0
39.0,female,white,less than high school,good,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",16.0,3.0,working class,"$60,000 to $74,999",815.0
,,,high school,fair,not too happy,divorced,,,,,,0.0,lower class,unemployed/zero income,1116.0
,female,white,high school,fair,not too happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$20,000 to $22,499",1116.0
46.0,male,black,high school,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",16.0,4.0,upper class,"$150,000 to $169,999",1018.0
51.0,male,black,high school,excellent,pretty happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",21.0,2.0,middle class,"$110,000 to $129,999",730.0
44.0,female,black,bachelor's,good,pretty happy,widowed,,,,"Natural Resources, Construction, and Maintenance Occupations",25.0,2.0,middle class,unemployed/zero income,614.0
35.0,male,black,associate/junior college,excellent,very happy,divorced,,,,,16.0,2.0,upper class,"$130,000 to $149,999",905.0
68.0,female,white,less than high school,good,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",30.0,1.0,working class,"$7,000 to $7,999",513.0
69.0,female,white,high school,good,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",20.0,4.0,middle class,"$75,000 to $89,999",613.0
22.0,male,white,associate/junior college,excellent,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,"$90,000 to $109,999",1201.0
36.0,female,white,graduate,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",27.0,2.0,middle class,"$90,000 to $109,999",910.0
29.0,female,white,high school,good,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",18.0,5.0,working class,unemployed/zero income,719.0
55.0,male,black,high school,fair,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",21.0,1.0,working class,"$50,000 to $59,999",1027.0
,female,white,graduate,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",36.0,2.0,middle class,"$110,000 to $129,999",622.0
34.0,female,white,high school,fair,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",23.0,3.0,working class,"$60,000 to $74,999",716.0
76.0,male,white,graduate,good,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",31.0,2.0,middle class,"$170,000 or over",522.0
41.0,male,white,associate/junior college,excellent,pretty happy,married,marriage between a man and a woman,,,Sales and Office Occupations,24.0,1.0,middle class,"$150,000 to $169,999",1201.0
42.0,male,white,high school,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",29.0,2.0,middle class,"$170,000 or over",1121.0
29.0,male,black,associate/junior college,good,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",17.0,5.0,middle class,"$60,000 to $74,999",1008.0
70.0,female,black,high school,fair,pretty happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",19.0,1.0,working class,"$30,000 to $34,999",805.0
39.0,female,black,high school,good,not too happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",22.0,3.0,working class,unemployed/zero income,1023.0
53.0,female,black,graduate,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",23.0,2.0,working class,"$75,000 to $89,999",515.0
56.0,female,black,associate/junior college,fair,not too happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",17.0,6.0,working class,"$90,000 to $109,999",724.0
70.0,male,black,less than high school,poor,not too happy,widowed,,,,"Management, Business, Science, and Arts Occupations",17.0,8.0,lower class,"$90,000 to $109,999",730.0
74.0,female,black,high school,good,not too happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",35.0,2.0,working class,"$90,000 to $109,999",1105.0
23.0,female,black,high school,excellent,not too happy,never married,,,,Sales and Office Occupations,21.0,1.0,working class,unemployed/zero income,629.0
25.0,male,white,bachelor's,fair,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,unemployed/zero income,517.0
60.0,female,other,high school,fair,,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",18.0,4.0,lower class,"$20,000 to $22,499",1120.0
60.0,female,white,high school,poor,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,"$35,000 to $39,999",715.0
58.0,female,white,less than high school,fair,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",30.0,2.0,working class,"$3,000 to $3,999",1129.0
32.0,female,white,high school,good,pretty happy,married,,,,,25.0,2.0,working class,"$4,000 to $4,999",622.0
76.0,male,white,high school,good,not too happy,married,,,,"Management, Business, Science, and Arts Occupations",32.0,2.0,working class,"$25,000 to $29,999",621.0
55.0,female,white,high school,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",39.0,2.0,working class,"$30,000 to $34,999",716.0
31.0,female,white,high school,good,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",19.0,3.0,working class,"$50,000 to $59,999",807.0
45.0,female,black,less than high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",33.0,8.0,working class,unemployed/zero income,509.0
18.0,male,white,less than high school,excellent,pretty happy,never married,,,,,,0.0,working class,unemployed/zero income,804.0
38.0,female,black,high school,fair,pretty happy,never married,,,,Sales and Office Occupations,16.0,2.0,working class,"$60,000 to $74,999",1030.0
31.0,female,black,high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",15.0,3.0,working class,unemployed/zero income,1105.0
40.0,male,black,high school,fair,not too happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",21.0,1.0,working class,unemployed/zero income,1121.0
87.0,female,black,less than high school,poor,not too happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",21.0,7.0,working class,unemployed/zero income,1030.0
25.0,male,white,bachelor's,excellent,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$60,000 to $74,999",611.0
66.0,male,white,bachelor's,poor,very happy,never married,,,,Sales and Office Occupations,,0.0,middle class,"$12,500 to $14,999",717.0
23.0,female,black,high school,fair,not too happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,"$30,000 to $34,999",806.0
55.0,male,white,graduate,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",27.0,2.0,middle class,"$110,000 to $129,999",1001.0
35.0,male,black,high school,fair,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$60,000 to $74,999",1118.0
31.0,female,white,high school,good,pretty happy,divorced,,,,Sales and Office Occupations,,0.0,working class,"$17,500 to $19,999",910.0
71.0,female,other,high school,fair,pretty happy,widowed,,,,,22.0,3.0,working class,"$25,000 to $29,999",617.0
34.0,male,white,high school,fair,pretty happy,not married,,,,"Production, Transportation, and Material Moving Occupations",22.0,1.0,working class,unemployed/zero income,1209.0
59.0,male,white,high school,good,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",29.0,2.0,working class,"$75,000 to $89,999",915.0
25.0,female,other,less than high school,good,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,unemployed/zero income,817.0
51.0,female,white,high school,fair,very happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",22.0,2.0,working class,"$35,000 to $39,999",912.0
83.0,male,white,less than high school,excellent,not too happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",25.0,4.0,lower class,unemployed/zero income,1027.0
29.0,male,other,high school,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,lower class,"$50,000 to $59,999",1210.0
47.0,female,white,bachelor's,good,not too happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",28.0,2.0,middle class,"$60,000 to $74,999",627.0
21.0,female,white,high school,excellent,not too happy,never married,,,,,,0.0,working class,unemployed/zero income,1112.0
47.0,female,black,graduate,fair,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",28.0,2.0,working class,"$130,000 to $149,999",908.0
56.0,female,white,high school,fair,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",28.0,2.0,working class,"$60,000 to $74,999",1228.0
27.0,male,white,graduate,excellent,very happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$170,000 or over",606.0
23.0,female,black,high school,fair,not too happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",20.0,1.0,working class,"$22,500 to $24,999",1015.0
41.0,male,white,high school,good,very happy,never married,,,,"Management, Business, Science, and Arts Occupations",30.0,2.0,working class,unemployed/zero income,1112.0
48.0,female,white,less than high school,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",26.0,2.0,working class,"$60,000 to $74,999",1211.0
32.0,female,white,high school,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",24.0,2.0,middle class,"$75,000 to $89,999",1007.0
23.0,female,white,high school,good,pretty happy,never married,,,,Sales and Office Occupations,,0.0,middle class,"$35,000 to $39,999",731.0
37.0,female,white,high school,fair,not too happy,married,,,,Sales and Office Occupations,30.0,1.0,working class,"$60,000 to $74,999",520.0
30.0,male,black,bachelor's,excellent,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,lower class,"$20,000 to $22,499",1111.0
77.0,female,black,graduate,good,not too happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"under $1,000",814.0
62.0,female,white,bachelor's,good,not too happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,"$50,000 to $59,999",814.0
57.0,female,black,high school,good,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,unemployed/zero income,814.0
61.0,female,white,bachelor's,fair,not too happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,unemployed/zero income,1209.0
43.0,male,white,graduate,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$130,000 to $149,999",1201.0
46.0,male,white,graduate,good,very happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",33.0,4.0,upper class,"$170,000 or over",1025.0
82.0,male,white,bachelor's,good,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",30.0,1.0,middle class,"$90,000 to $109,999",515.0
56.0,male,white,bachelor's,good,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",27.0,2.0,middle class,"$170,000 or over",611.0
20.0,female,black,high school,excellent,pretty happy,never married,,,,Sales and Office Occupations,20.0,1.0,working class,"$1,000 to $2,999",611.0
34.0,male,other,less than high school,good,very happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,lower class,"$50,000 to $59,999",1104.0
30.0,female,white,less than high school,fair,not too happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",25.0,1.0,working class,"$25,000 to $29,999",920.0
44.0,female,white,less than high school,excellent,very happy,not married,,,,,18.0,5.0,middle class,"$17,500 to $19,999",826.0
23.0,female,white,graduate,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$30,000 to $34,999",1202.0
,male,white,graduate,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$50,000 to $59,999",812.0
25.0,male,white,high school,good,not too happy,divorced,,,,"Management, Business, Science, and Arts Occupations",19.0,1.0,working class,"$40,000 to $49,999",917.0
35.0,male,black,high school,good,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,unemployed/zero income,1125.0
24.0,female,white,bachelor's,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$60,000 to $74,999",604.0
44.0,male,other,high school,good,very happy,divorced,,,,Service Occupations,,0.0,working class,"$50,000 to $59,999",1126.0
44.0,female,white,less than high school,good,not too happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",22.0,3.0,working class,"$20,000 to $22,499",803.0
36.0,female,white,associate/junior college,excellent,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,"$40,000 to $49,999",812.0
46.0,male,black,high school,fair,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",42.0,2.0,middle class,"$30,000 to $34,999",1007.0
34.0,female,black,associate/junior college,fair,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$40,000 to $49,999",1101.0
19.0,male,black,high school,fair,,never married,,,,Sales and Office Occupations,,0.0,working class,"$17,500 to $19,999",1208.0
51.0,female,black,bachelor's,excellent,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",23.0,1.0,working class,"$40,000 to $49,999",814.0
74.0,male,black,bachelor's,good,very happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",24.0,3.0,middle class,"$40,000 to $49,999",710.0
53.0,male,white,bachelor's,fair,pretty happy,married,,,,Sales and Office Occupations,,0.0,middle class,"$170,000 or over",802.0
